1,4,0.010121574338509987
1,3,0.015079473904949998
2,15,0.009554010885485908
2,4,0.014937887755633055
3,4,0.024022816331147574
3,12,0.03511457170634331
4,5,0.012621920035009124
4,15,0.016342943094801395
5,14,0.015373356875129897
5,7,0.015732477723797354
6,9,0.0005221222941067638
6,11,0.009246156968711257
7,14,0.00038620318485511635
7,17,0.00933214342474874
8,10,0.00010636000187789892
8,20,0.020623522435555475
9,11,0.008782459165860498
9,20,0.016294634485000552
10,20,0.020520761876695267
10,13,0.022234355960992297
11,20,0.007542691827185297
11,16,0.010757450824893697
12,17,0.017134542631774857
12,14,0.01715869563807104
13,16,0.00013953942094477426
13,20,0.004238379997122374
14,17,0.009718230126925778
14,15,0.03523158321734239
15,20,0.035272719543576296
15,16,0.038047055342698186
16,20,0.004163594871027965
16,18,0.01291422065786286
17,20,0.0797831992940855
17,18,0.08620043011452765
18,20,0.01646333915856771
18,19,0.028670082442851894
19,20,0.028010782344837348
19,22,0.25713841965915873
20,22,0.23987374344300327
20,21,0.3789658200858729
21,22,0.1414213562373065
21,23,1.4142135623730951
22,23,1.2727922061357886
22,24,2.6870057685088837
23,24,1.4142135623730951
23,25,166.87063851978274
26,25,65.2947930542704
26,21,102.59142264341595
